arg1,arg2,word,sentence,verb_idx,label
предсмертный,,агония,80 летнюю Ирину Михайловну Джабиеву массированный обстрел застал в доме Она не сразу поняла что происходит и приняла бомбежку за предсмертную агонию Когда стали бомбить я подумала что в агонии вспоминает ту ночь Ирина Михайловна ,1 ,0
предсмертный,,агония,Искусство мертвецкой Техника искусства его изобразительные средства давно уже сделались самоцелью у художников предсмертной агонии капитализма Пишутся громадные поэмы исключительно чтобы выявить ритм делаются стихотворения ради небывалой рифмы извергаются фонтаны строф вызванивающие аллитерацию образ звука строятся пьесы удивить трепаком образного языка ,1 ,0
предсмертный,,агония,абывают смешивают путают не могут привыкнуть к новой точке зрения Все как было ничего страшного но страшнее всего что можно себе представить это продолжающаяся агония эти судороги сознания между двумя метафизическими порядками Они разговаривают как будто ничего не случилось болтают о пустяках играют в преферанс на память шутят смеются бранятся сплетничают говорят непристойности ,1 ,0
предсмертный,,агония,ав в кормушку и врач дал больному выпить валерьянки Через час у него началась предсмертная агония Первого мая 1950 года я снова был оставлен в одиночке и на этот раз мои протесты я ходил на прием к начальнику тюрьмы ни к чему не привели ,1 ,0
смертельный,,агония,А ведь я перед покойницей маменькой ведь я ее замучил я бродило между тем в его мыслях и жажда проститься с каждой минутой сильнее и сильнее разгоралась в его сердце Но проститься не так как обыкновенно прощаются а пасть на могилу и застыть в воплях смертельной агонии Так ты говоришь что Любинька сама от себя умерла вдруг спросил он видимо с целью подбодрить себя ,1 ,0
смертельный,,агония,А вернувшись без лишних слов выстрелил инженеру в правый глаз в воде заклубилась похожая на красный дым кровь запрыгали вокруг размозженного выстрелом затылка кусочки мозгового вещества Инженер дернулся и затих воздев вверх скрюченные в агонии руки пальцы на его ладонях еще тряслись Почуяв запах крови бандиты словно взбеленились ,1 ,0
смертельный,свой,агония,А вот вырезка из горьковской Новой жизни от 6 февраля прошлого года Перед нами компания авантюристов которые ради собственных интересов ради промедления еще нескольких недель агонии своего гибнущего самодержавия готовы на самое постыдное предательство интересов социализма интересов российского пролетариата именем которого они бесчинствуют на вакантном троне Романовых Только тем и живем что тайком собираем и передаем друг другу вести ,2 ,1
предсмертный,,агония,Автоматная очередь перерезала тело Семена на уровне груди сбила его с ног Он повалился задом на пол выпустил нож в предсмертной агонии зачем-то попытался сбросить с себя занавеску Валиев добил Семена выстрелами в лицо ,1 ,0
предсмертный,,агония,Ага знаю Иначе их агония будет длиться целые столетия и даже в Потустороннем Мире они не обретут покоя кивнула Ритка А так как дар у нее был огромный такой какого один человек не вместит она нашла учеников ,2 ,1
предсмертный,,агония,агу сражается с воображаемыми врагами И Роксана видя эту агонию понимает что чувства которые она испытывала к Кристиану были вызваны этим человеком На свою беду я придумал падение с лестницы в финале спектакля ,1 ,0
предсмертный,последний,агония,А Дебрянский кричал без слов дикими короткими взываниями громовою икотою будто ревом ягуара из огромной пещерно-пустой груди Это агония последний смертный вопль как молния озарило графа и стряхнуло с него шатающее опьянение сна Обойдя Зоицу он стал на колени с другой стороны кровати и нагнулся к Алексею Леонидовичу теперь больной только хрипел и вздрагивал глаза его мутные и ясные в то же время как бутылочное стекло были ужасны они смотрели и не видели ,1 ,0
невыносимый,,агония,А если нельзя помочь то стало быть нужно забыть это прописная истина Какая польза какой смысл может быть в бесконечном расписывании гр Толстой сказал бы размазывании невыносимых мук агонии неизбежно приводящей к смерти Если бы новые мысли и чувства профессора блистали красотой благородством самоотверженностью тогда дело иное читатель мог бы кой-чему поучиться ,1 ,0
беспросветный,,агония,аких иных средств охранения не могут изобрести паника уживается и с кандалами Зато ее обнадеживают словами временно вот погодите дайте управиться и т д Временно упраздняется развитие временно налагается секвестр на мысль временно общество погружается в беспросветную агонию Я знаю и сам что это маразм действительно только временный и не потому временный что так удостоверяют Удав и Дыба а потому что улица самая бесшабашная очнется поняв что бессрочный маразм может принести только смерть ,1 ,0
беспросветный,,агония,али надо три раза в неделю ложиться на четырехчасовое переливание и очищение крови И конца этому нет и человек знает что не отпустит его для агонии даже смерть ты умрешь с иголками в вене и прозрачными трубками протянутыми от тебя к аппарату И это знает Саломея ,1 ,0
беспросветный,,агония,алиста НБА Пэта Райли и вовсе не поддаются рациональному объяснению Обладая топ-звездами калибра Алонзо Моурнинга Эдди Джонса и Брайана Гранта Майами бился в агонии на протяжении всех шести месяцев регулярного чемпионата логично завершив его раньше положенного срока Формацию тренеров старой закваски в этом сезоне вежливо но твердо подвинула новая волна специалистов ,1 ,0
маленький,,агония,А мне дайте какую-нибудь работу Или кончайте скорее меньше агонии Уважающий Вас Михаил Тямин ,1 ,0
маленький,,агония,А Мося моя Мося тут же лежала в мирном покое чуждом торга А как она страдала в ужасной сжимавшей нам всем дыхание агонии Мы хоронили Мосю так письмо обрывается ,1 ,0
маленький,,агония,А мы так не считаем Услышав слово картина Матвеев сообразил что речь идет о Григории Распутине о фильме Агония Элема Климова и начал говорить что-то чтобы и Кириленко не обидеть и Ермаша поддержать Кириленко остался недоволен ответо ,1 ,0
маленький,,агония,А он взял да и надел в остающуюся минуту на свою плешивую голову черное сияние ангела преисподни Из всех последних слов я раньше считал самыми замечательными слова графини де Версели Она перестала говорить и молча боролась с агонией Вдруг в тишине раздался звук вырвавшегося из ее тела газа ,1 ,0
маленький,громадный,агония,аперекор этому французская армия покидает Смоленск и идет вперед В Москве должна была начаться агония громадного предприятия участники которого устали а руководитель потерял голову нельзя иначе выразиться о поведении Наполеона относительно Александра поведении не только унизительном но как бы рассчитанном на то чтобы выдать затруднительность и безвыходность своего положения и стороною и прямо он пишет письма с любезностями с уверениями в дружбе преданности и братской любви посылает генералов с новыми предложениями мира не получив ответа на старые Мне нужен мир говорит он Лористону отправляемому с такою деликатною миссией в русский лагерь мир во что бы то ни стало спасите только честь ,2 ,1
маленький,,агония,А потом наконец наступит последняя болезнь агония и смерть И под ненужные ему надгробные речи кончится все ,1 ,0
маленький,,агония,А П Я считаю что драма России продолжается но о поражении говорить рано А З Все что происходит с Россией это агония Сам факт что чеченцы на протяжении восьми лет активно сопротивляются и это сопротивление будет продолжено уже не сулит военную победу России ,1 ,0
маленький,,агония,Арину Петровну как говорится в один день сварило Часу в четвертом ночи началась агония а в шесть часов утра Порфирий Владимирыч сто ял на коленах у постели матери и вопил ,1 ,0
маленький,,агония,Артамонов старший слышал какие-то неслыханные непонятные слова Агония романтизма говорил Мирон тщательно протирая куском замши стекла очков Алексей летал где-то в Москве Яков толстел держался солидно в стороне он говорил мало но должно быть хорошо его слова одинаково раздражали И Мирона и Горицветова ,1 ,0
маленький,,агония,Артем сбежал вниз по одной из двух симметричных лестниц ведших к пьедесталу памятника и бросился к дверям Недалеко от резной деревянной арки выхода на полу были распластаны несколько скрюченных агонией тел библиотекарей и минуя место схватки Артем чуть не упал поскользнувшись в луже постепенно загустевающей крови Нехотя подалась тяжелая дверь и сразу же ему в глаза ударил яркий белый луч ,1 ,0
маленький,такой,агония,А талант как может уклоняется от Шиллера и славы с улыбкой размениваясь на блестящую мелочь Войну и мир здесь точно никто не высидит Это не агония это такая неизвестная науке форма жизни Жаловаться глупо гордиться стыдно ,1 ,0
маленький,,агония,А тут еще через борт всё время переплескивала вода ее набралось достаточно ее надо было вычерпывать а на это не было лишних рук и я тщетно бросал беглые взгляды кругом не видно было никого кто спешил бы на помощь Казалось это была агония Потом мы узнали что мой отец обеспокоенный моим отсутствием в такой шторм увидел в бинокль всё наше приключение с чужим парусом и спешно послал на спасательную станцию ,1 ,0
предсмертный,,агония,А у Барро музыка звуков была важнейшим компонентом скольжение рубанка шорох стружек звон пилы соединялись с хрипом и стоном предсмертной агонии Застолье с разносолами Люси Целиковской куда-то исчезло ,1 ,0
душевный,,агония,А Федорченко с его вопросом о том зачем мы живем и что такое завтра Это признаки душевной агонии сказал Платон Стакан белого пожалуйста ,1 ,0
сукин,,агония,Ах сукин сын Агонию можно сказать себе испакостил И положил голову на мои колени ,1 ,0
сукин,ужасный,агония,А через пять дней смерть настигла и самого монарха Агония его была ужасна он сыпал проклятиями бредил новыми казнями Говорят будто он велел перерезать группу знатных заложников чтобы хоть таким образом лишить народ радости и заставить его проливать слезы ,1 ,0
мучительный,,агония,А что будет спросил себя Зудин и сам себе ответил Дырка в спине И долгая мучительная агония у обочины дороги на вспаханном поле Возможно преступник окажется великодушным человеком добьет раненого выстрелом в голову ,1 ,0
мучительный,снятой,агония,аю ее замечательным режиссерским достижением Итак фильм Агония был снят смонтирован закончен Но тут начались его новые беды ,2 ,1
десятилетний,,агония,Бальмонт ушел из мира живых давно за десять лет до своей физической смерти Он страдал душевной болезнью о нем забыли и мало кто знал как борется со смертью непокорный дух Поэта как мучительна и страшна была его десятилетняя агония В прошлом в годы своей всероссийской славы Бальмонт был горд заносчив в гневе несдержан ,1 ,0
десятилетний,,агония,Бедная безумная глупая баба повторяла я вплоть до пятого акта Но когда вышла она на предсмертный монолог в своем купеческом капоте и головке с ужасающей простотой и мещанством своего я вся замерла сердце мое заныло точно в агонии Простые мещанские слова Катерины резали меня проходили вглубь и как-то невыразимо и больно и сладко щекотали меня звали за собой в омут в реку вон из жизни ,1 ,0
смертный,,агония,Безвестный мученик науки он лежал передо мною трупом Я смотрел на этот жалкий трупик на эту милую наивную рожицу с которой даже смертная агония не смогла стереть обычного комично-серьезного выражения На душе у меня было неприятно и немножко стыдно ,1 ,0
смертный,,агония,Без него естественно никто к угощению не притронулся и Матвееву так и не удалось попробовать антикварный коньяк А Ермашу что серьезнее не удалось использовать шанс для реабилитации Агонии Конечно было бы нечестно представлять проявления государственной политики в области кино на таком вот анекдотическом уровне или говорить об идиллическом единстве в отношениях между творцами и Госкино ,1 ,0
который,,агония,Белая Церковь В ночь на 7 октября в селе Ожеловке ограблена казенная винная лавка зарезаны продавщица и подручный мальчик который в агонии назвал одного из убийц и сказал что их было пять человек Сумма похищенных денег еще не установлена ,1 ,0
который,,агония,Беранже квартировал в это время на улице Бельфон недалеко от заставы Рошшуар Он мог видеть отсюда весь Париж и его окрестности агония великого города происходила перед его глазами В пять часов вечера он с волнением следил за геройским сопротивлением группы молодых людей на холмах Сен-Шамона ,1 ,0
который,,агония,Бинты которыми Белобородько замотали с ног до головы вобрали в себя липкий пот сделались насквозь влажными и горячими Электрический кошмар с молниями и сукой женой наблюдавшей агонию мужа кончился И пожарнику привиделся цветущий яблоневый сад ,1 ,0
который,,агония,Благодарю вас Ночью Ришлье исповедовался и приобщался весь день 3 декабря провел довольно спокойно но в первом часу пополудни 4 го числа почувствовал приближение агонии Друг мой сказал он племяннице выйди из комнаты любя от всей души тебя моя милая не хочу огорчать тяжелым зрелищем ,1 ,0
сексуальный,,агония,Блажь провести остаток жизни вместе с элегантной умной обаятельной и загадочной метиской Несколько лег сексуальной агонии в объятиях красавицы и пропади все пропадом Жоффруа минуты две читал и не понимал вызванного на экран текста ,1 ,0
сексуальный,,агония,Близко однако подойти к месту катастрофы было нельзя вследствие густого дыма Агония броненосца длилась полтора час затем он пошел ко дну неизвестный ,2 ,1
сексуальный,весь,агония,Бог внял моей молитве слабым голосом говорил умирающий своим приближенным он спас меня и завтра же я встану с постели Эти слова были проникнуты тоном такого убеждения что им можно было бы поверить если бы доктора протектора не объявили его семейству что с ним начинается агония Весь следующий день Кромвель провел в забытьи и очнулся после полудня ,1 ,0
сексуальный,молоденький,агония,Боковое зрение на миг фиксирует оранжевый пожар листьев слух хлопок двери за спиной десять секунд и мы на месте Агония не самое приятное зрелище Агония молоденькой девчушки мучительна и не похожа на заслуженное увядание старости где смерть не приговор но лишь закономерный результат ,1 ,0
шестилетний,,агония,Болезнь была безнадежна и точно что все эти шесть лет он относился к жизни как больной надеялся на невозможное на нечто извне и без себя на чудо Собственно это была ужасная жизнь шестилетняя агония судорога живого Вот когда опыт удерживаемый до того момента полем жизни непрерывного Карамышева прорвался хлынул расширяя щели карстово вымыл душу из помещения Карамышева ,1 ,0
шестилетний,,агония,Болезнь так усилилась что вечером Елизавета Петровна дважды заставляла читать отходные молитвы повторяя сама их за духовником Агония продолжалась ночь и большую половину следующего дня Великий князь и великая княгиня находились постоянно при постели умирающей ,2 ,1
шестилетний,,агония,Болезнь это хорошо это узел развязывается худо если он рвется И с этим он заговорил туманными фразами о том что душа оставляет тело ранее видимой смерти что ее уже нет с телом во время агонии и что потому-то умирать очень нетрудно А потом потом заговорил он если связь духа разорвана мгновенно как при насильственной смерти то он не знает куда ему деться и стоит над своим телом слушает молитвы смотрит на свой гроб и сопровождает свою погребальную процессию и всех беспокоит и сам себя не может понять ,1 ,0
мучительный,,агония,Больная была все в том же безнадежном беспамятстве У нее уже начинались признаки медленной но мучительной агонии Час спустя после приезда к ней отца в этой маленькой комнате тускло мерцала лампадка перед образом который был поставлен на предпостельный столик покрытый чистой белой салфеткой ,1 ,0
мучительный,,агония,Больницы или возможности посетить больного товарища не было А после агонии следовал воровской унос покойника из тюремного здания тайком так чтобы мы не заметили В камеру из которой вынесен умерший жандармы продолжали входить делая вид что вносят пищу и с шумом хлопали дверью чтоб показать что никто из нас не выбы ,1 ,0
мучительный,шубановый,агония,Больное это буйство красок У Москвы агония ШУБАНОВ егерь ,1 ,0
мучительный,,агония,Больной в страшном гневе с перекошенным от душевной и физической боли лицом вскочил на ноги одна из которых уже сгорала в гангрене Началась агония и через несколько минут наступила смерть Прах полководца покоится теперь на Бородинском поле но луч Багратионовой славы капризно упал на безвестное глухое село затерянное в глубине Владимирского ополья и осветил его для многих и многих поколений отняв у безвестности ,1 ,0
мучительный,,агония,Больную корову перевезли на тачке на другое место палубы В это время она уже была в агонии Когда ей перерезали горло то кровь начавшая уже свертываться не била как обыкновенно фонтаном а еле-еле сочилась ,1 ,0
мучительный,,агония,Бомбы наготове револьвер за поясом другой в кармане про запас винтовка рядом в углу заряженная а там высунулась гладкая злая шейка пулемета ждет Штаб переживал агонию Позднышев у провода ,1 ,0
мучительный,,агония,Боятся страха или предсмертных мучений или разлуки с близкими или покойников Внимание бессознательных гедонистов направлено на агонию на хруст костей Они требуют от смерти чтобы она их как-нибудь обманула ,1 ,0
мучительный,,агония,Будто и не было на белом свете вешенского казака Грязнова конокрада в прошлом и горького пьянюги в недавнем вчера Поглядел Бунчук как корежила агония Максимкино тело и заботливо вытер с пулеметного ствола кровь брызнувшую из дырявой Максимкиной головы Сейчас же пришлось отступать ,1 ,0
мучительный,,агония,Была какая-то полуброшенная дача без воды и света комната в коммуналке с часовой оплатой мы бренчали случайными ключами и это была мелодия поражения Грех был похож на выброшенную на берег огромную медузу которая плющилась истекала жалила а на ее агонию пялились случайные люди а дети тыкали в нее палкой Мы свято верили в соблюдение тайны хотя ,1 ,0
мучительный,,агония,Была поздняя ночь даже не лаяли собаки Врач впрыснул Катерине Ивановне камфору повздыхал и ушел сказав напоследок что это агония но длиться она будет долго потому что у Катерины Ивановны хорошее сердце Умерла Катерина Ивановна к утру ,2 ,1
предсмертный,,агония,Был впрочем один момент о котором маркиз старался не вспоминать Это был именно тот момент когда в номере грязной гостиницы ему пришлось раздевать перетаскивать и укладывать в соответствующую позу труп убитой труп отвратительный и грязный со своими костенеющими членами выпученными в предсмертной агонии глазами весь в липкой крови в которой и он перепачкал себе руки и белье Самое ужасное в этом было именно то что все это было страшно грязно и сам маркиз вдруг ослабевший бледный с трясущимися руками и ногами в одном белье в крови был вовсе не к ,1 ,0
предсмертный,,агония,Был доктор Неотлучно при ней с вечера ответил Чернышев недавно началась агония бредит О чем бред ,1 ,0
предсмертный,,агония,Были кругом назначены всякие границы здесь киргизу можно здесь нельзя здесь его порют здесь колотят а здесь и расстреливают Несчастное население заметалось в агонии не знало как ему выразить свой протест как попытаться сбросить это тяжелое ярмо И вот подошел 1916 год ,1 ,0
предсмертный,,агония,Было от чего содрогаться Какой тут обед когда несчастному ежеминутно угрожала предсмертная агония В день своей смерти Боткин созвал музыкантов и пригласил своих друзей на концерт ,1 ,0
омерзительный,,агония,Быть может они уничтожат свою бесполезную жизнь быть может они убьют себя и других быть может они сольются в истинное братство одиноких только себе и между собою близких существ но что бы ни сделали они это будет истиной и будет лучше того нелепого кошмара который тянется уже столько веков как затяжна я мучительная безобразная и омерзительная агония Это понял я и так как вся моя жизнь была посвящена неуклонному самоотверженному служению знанию во имя прекрасных слов наука прогресс свет и благо для всех то я и выступил на борьбу со своим собственным идолом наиболее живучим из всех созданных словом человеческим ,1 ,0
омерзительный,последний,агония,В 1973 году моя мама умирала у меня на руках Это была первая в моей жизни смерть когда я наблюдал агонию Последние ее месяцы и дни жизни в сумасшедшем доме или в сердечной клинике мама была поразительно похожа на бабушку Зою ,1 ,0
омерзительный,,агония,В 7 ч утра адъютант короля объявил что кончина близка В 9 ч 10 м король скончался спокойно почти без агонии Тотчас же после кончины короля королева произнесла краткую молитву ,1 ,0
омерзительный,,агония,Валя сердилась и спорила и в конце концов ей сказали что сейчас приедут Скорая приехала через полчаса и хмурый прокуренный фельдшер сказал ей что это уже агония Десятого мая наконец пришло долгожданное тепло ,1 ,0
омерзительный,долгий,агония,В большинстве случаев с казнью не торопились Медленно как любитель удлиняющий ощущение тянули они минуты агонии чтобы подольше держать человека с мыслью о неминуемой смерти которая вот-вот наступит Найденные на дорогах трупы так обезображены что родители не узнавали своих собственных детей ,1 ,0
омерзительный,,агония,В деревне Каменице тоже в окрестностях Гиляна один крестьянин умер под палочными ударами Другой Стефан Корсунский получив 400 палочных ударов находится в агонии Продолжаться многочисленные аресты ,2 ,1
омерзительный,,агония,В Д и оба заявили что этот фильм никто не должен видеть А ведь у Климова уже положили на полку Агонию Матеру Климов дал слово закончить после смерти Ларисы Шепитько трагически погибшая жена Э Климова замечательный кинорежиссер ,1 ,0
омерзительный,иной,агония,В договоре стоят полдень стройка баррикада шествие весна то есть все те эпосные слова которыми класс начинает свою историю Но внутри себя я вижу только массу пересекающихся линий из которых одни идут вверх вырастая за пределы моих картонов иные бьются на месте затухая в агонии иные идут вниз чтобы уступить место новым которым дано просечь великие пространства впереди Поезд пошел быстрее Скутаревский шагнул вперед ,1 ,0
предсмертный,,агония,Вдруг грянул тюфяк Народ разбежался шесть человек корчились в предсмертной агонии Василий побежал созывать расстроенный отряд ,1 ,0
предсмертный,,агония,Вдруг колокола замолкли и звон не возобновлялся Удивленный сторож поднялся на колокольню и нашел старого звонаря распростертым на площадке в предсмертной агонии Молчанов умер не выпуская колокольной веревки из руки ,1 ,0
