arg1,arg2,word,sentence,verb_idx,label
богатый,,атмосфера,3 При генерации идей значительная роль отводится ведущему хотя сам он не должен стремиться много выступать Одна из его главных обязанностей создание атмосферы уверенности и свободы активизирующей участников Конференция идей начинается с того что ведущий раскрывает содержание проблемы и концентрирует внимание участников на правилах проведения атаки ,4 ,1
богатый,,атмосфера,3 При помощи ПЖ вы можете также проникнуть в сущность каждой отдельной сцены независимо от вашей роли Характер сцены складывается из действий героев их взаимодействий и характеров атмосферы стиля ее композиционного положения в пьесе и т п И здесь вы обращаетесь к вашей художественной интуиции шаг за шагом создавая ПЖ для сцены Несмотря на многообразие и сложность элементов составляющих ее благодаря ПЖ она предстанет перед вами как единство ,4 ,1
богатый,взрывной,атмосфера,3 Пушка при выстреле под влиянием отдачи откатится назад если ее не укрепить Интересны опыты американского профессора Годдара которые он произвел с ракетой чтобы показать что отдача будет больше в пустоте чем в атмосфере Взрывная камера ракеты была помещена в резервуар воздух в котором был разрежен до 1 1500 нормального атмосферного давления ,3 ,0
богатый,,атмосфера,4 Дважды Лир появляется в мире трагедии и дважды он покидает его Напряженная атмосфера ожидания наполняет зрительный зал при поднятии занавеса Тихая беседа Кента и Глостера подобна паузе предвещающей первое появление монарха ,4 ,1
придворный,,атмосфера,4 Среди артистической богемы своего времени Бенвенуто не был в числе наиболее развращенных придворной атмосферой Но он не был лучше большинства ,4 ,1
придворный,последний,атмосфера,4 Тема и стиль для образования группы или групп диктуются музыкальным отрывком или атмосферой В последнем случае предварительно создается атмосфера как это было описано выше см упр 3 5 Создав и зафиксировав группу участники переплавляют ее в другой стиль например экстаз в стиле драмы переплавляется в экстаз в стиле комедии водевиля и т п Они стремятся достигнуть этого минимальными внешними средствами каждый участник по возможности сохраняя свою первоначальную позу доверившись чувству стиля старается придать ей другой характер ,4 ,1
придворный,,атмосфера,50 Для получения абсолютно чистого продукта о получении которого я впрочем счел излишним хлопотать следовало бы вести дробные перегонки в атмосфере водорода или углекислоты Сожигание вещества произведенное с окисью меди и кислородом дало следующие результаты ,1 ,0
придворный,длинный,атмосфера,5.20 ОДР Курс радиотехники Радиопередача и влияние на нее состояния атмосферы Длинные и короткие волны ,1 ,0
придворный,наш,атмосфера,5 декабря 1970 года Справа разведывательная станция будущего похожий на батискаф шар с иллюминаторами и параболической антенной над ним шары-зонды исследующие атмосферу нашей космической соседки В Машинский ,2 ,0
новый,,атмосфера,6 Глебу было хорошо в новой для него атмосфере она отвлекала его от привычных дум и давала незаметно но верно нежную мягкость напряженности мысли Анны он раньше не знал но ее не дичился как часто дичился новых людей особенно женщин ,4 ,1
новый,,атмосфера,6 Нарисуй портрет ЧМОКЛа 7 Какие буквы догорали в атмосфере РАШ-Н-ШАРа Продолжение следует ,2 ,0
жгучий,,атмосфера,6 Но пора оставить эту мирную область и вернуться снова в жгучую атмосферу революции Помню это было во вторник ,4 ,1
жгучий,политический,атмосфера,6 Санкции применительно по отношению к редакции запрещение подписки на ж урна л в армейских частях снятие помимо воли гл авного редактора членов редколлегии комиссии разного рода вплоть до нынешней РК идущей вслед за комиссией МГК 11 к 7 система упоминаний и неупоминаний в печати нападки со стороны руководящих лиц Павлов и др 4 и т д и т п 7 Есть основания предполагать что вся эта система санкций против журнала вся атмосфера политического недоверия к редакции точнее было бы сказать политической дискриминации обязана своим происхождением тому что с Н овым М иром связывается ближайшим образом имя Солженицына как в смысле большой заслуги журнала так и в смысле его тяжкой провинности Было бы странным и фальшивым если бы я пытался здесь уйти от ответственности не касаясь этого имени подобно тому как это делает Л итературная Г азета говоря о С олженицыне точно он с неба у ,4 ,1
жгучий,,атмосфера,7а при действии микроволнового излучения мощностью 300W на соответствующий цис-имидазолин в течение 25 мин в атмосфере кислорода После охлаждения продукт промыли 3 мл ТГФ нерастворившийся остаток отфильтровали ,1 ,0
жгучий,королевский,атмосфера,7 Назвать атмосферу королевского завтрака теплой и дружественной было бы натяжкой Семейство уселось за стол без принцессы Альбины которую задержали ее библиотечные изыскания ,4 ,1
жгучий,,атмосфера,9.4 Длительное действие разреженной атмосферы ,3 ,0
восстановительный,исходный,атмосфера,и др В этом случае в восстановительной атмосфере из исходных оксидных форм могут быть приготовлены полые микрочастицы различных металлов меди 51 никеля 40 и др Помимо растворов нитратов в качестве исходных систем используют хлориды 39 46 сульфаты 42 ацетаты 42 оксихлорид циркония 54 55 изопропок-сиды стронция и титана 56 изопропоксид титана 47 а также растворы некоторых металлоорганических соединений например ,1 ,0
восстановительный,,атмосфера,Реактивный самолет А Горохова Инженер А Горохов в своей статье Механический полет будущего описывает составленный им проект реактивного аппарата для полета в атмосфере Движение аппарата достигается реакцией выбрасываемых из него газообразных продуктов горения жидкого топлива бензин спирт керосин нефть и т п пары которых смешиваются в камерах сгорания с атмосферным воздухом и затем воспламеняются ,1 ,0
земной,,атмосфера,1 ЭМИССИЯ главным хлорсодержащим компонентом земной атмосферы является метилхлорид имеющий в основном природное происхождение Средняя глобальная концентрация СНзС1 составляет около 606 трлн ,1 ,0
земной,,атмосфера,с некоторой примесью восстановленного углерода Степень окисления железа зависела от температуры при которой древние горшечники производили обжиг и от содержания кислорода в атмосфере печи Археологи советские и зарубежные пытались экспериментально восстановить утраченные секреты старинного гончарного производства ,1 ,0
земной,свой,атмосфера,вычислил что верхние концы лучей достигали высоты 600 клм т е величины почти вдвое больше принятой для атмосферы При своих изысканиях он исходил из предположения о катодной природе лучей обусловливающих сияние но несмотря на это он говорит что вполне понятны мнения некоторых других исследователей что это какие-либо иные электрические лучи ,1 ,0
земной,серьёзный,атмосфера,от общего поступления оксидов азота в атмосферу 1 Серьезную озабоченность вызывает возрастающая загрязненность атмосферы оксидами углерода СО 2 ,1 ,0
земной,,атмосфера,Аванзал звучит как мощное вступление крупные геометрические формы из керамики О Татаринцева пластически острые керамические кактусы Н Полянской большие силуэтные вазы Т Бересневой и символически-загадочный гобелен Начало А Воронковой все настраивает зрителя на необычность впечатлений Сниженный потолок приглушенный свет создают атмосферу сосредоточенности Следующий за ним основной зал поражает огромным светлым пространством захватывает динамикой ,4 ,1
земной,универсальный,атмосфера,Авария когда и пресса Пар как и газ обладает очень большой сжимаемостью жидкости же наоборот чрезвычайно слабо сжимаемы поэтому пар находясь под сравнительно небольшим давлением 15 атмосфер расширяясь может совершить гораздо большую работу чем жидкость находящаяся под давлением 600 атмосфер Универсальный глаз ,5 ,0
комнатный,подрастить,атмосфера,А вот Виктория Боня субретка совсем другое дело Приехала подростком из Краснокаменска завоевывать Москву нуждалась продавала у метро водоросли озонирующие комнатную атмосферу А когда подросла продавать водоросли уже не понадобилось уж больно выросла красивой ,3 ,0
вялый,,атмосфера,А вот выше мотор начинает захлебываться ему не хватает кислорода в цилиндры поступает чересчур богатая топливом смесь обороты падают винт не в силах уже тя нуть так чтобы удержать машину в разреженной вялой атмосфере Было время когда авиаторам казалось что стратосферу можно перехитрить взять ее не в лоб а маневром ,1 ,0
вялый,,атмосфера,А вот утонешь ли на глубине десяти тысяч метров или на сотне метров большая разница Десять тысяч метров это давление в сто атмосфер Дерево под таким давлением становится крепче камня ,5 ,0
спиртуозный,распивочный,атмосфера,А вот хоть жилетку а я тебе так и быть поднесу на похмелье Нет спасибо не хочу сказал Прохор Васильевич но какой-то огонь жег внутренность его и точно как будто сама душа требуя утоления намекала чем утолить ее жадно обоняя спиртуозную атмосферу распивочного подвала Или уж дай торопливо прибавил он ,3 ,0
спиртуозный,,атмосфера,Австрийские химики намерены разработать рецептуру экологически чистых фейерверков а пока рекомендуют задерживать дыхание при вспышках ракет В 750 миллилитрах шампанского заключённого в стандартную бутылку под давлением шесть атмосфер растворено пять литров углекислого газа Когда бутылку открывают давление резко падает 80 газа сразу улетучиваются а 20 образуют пузырьки постепенно поднимающиеся к поверхности бокала и оседающие на стенках ,5 ,0
спиртуозный,,атмосфера,Автоматы уже привезли нам образцы вещества комет и межпланетную пыль скоро прибудет вещество с астероидов а доставка марсианского грунта запланирована на 2014 2016 годы впрочем это может произойти уже в 2011 м Разреженная атмосфера Марса с одной стороны позволяет использовать в качестве носителя научных приборов аэростаты а с другой не мешает детально исследовать с орбиты поверхность планеты С борта искусственных спутников Марса можно составить детальнейшую карту поверхности на которой будут видны все бугорки размером более ладони ,1 ,0
спиртуозный,казанский,атмосфера,Автор показывает начало этого другого самого короткого пути Люфанов очень удачно эмоционально и взволнованно рисует студенческую жизнь Ленина атмосферу Казанского университета тех далеких лет С первых дней появления Владимира в среде казанских студентов самыми близкими его товарищами стали старшекурсники ,4 ,1
спиртуозный,всеобщий,атмосфера,Автор показывает что в ряде случаев комическое у Шекспира однородно с фамильярно-эротическим смехом карнавала где царила атмосфера всеобщей свободы духа Автор с достаточною полнотою прослеживает различные карнавальные элементы в комедиях Шекспира ,4 ,1
вышеуказанный,значительный,атмосфера,Автору этих строк пришлось на время главной юбилейной декады отлучаться в Москву и Киев Однако благодаря многодневности действа отъезд не помешал вдохнуть вышеуказанную атмосферу в значительном объеме Закрепитель ,3 ,0
вышеуказанный,,атмосфера,А главное достоинство книги я вижу в другом Присущая оператору зоркость видения помогла отложить в памяти какие-то необычайно конкретные точные и живые детали которые воссоздают атмосферу войны Такие подробности щедро рассыпаны по страницам записок вспоминает ли А Богоров о том как медленно дистрофично выгорал шестиэтажный дом на углу улицы Декабристов в Ленинграде и жители пятого этажа перебирались на четвертый потом на третий на второй ибо не было сил сразу перейти в другой дом вспоминает ли А Кричевский о том что в блиндаже генерала Род ,4 ,1
вышеуказанный,,атмосфера,А для того чтобы проектировать изготовлять и правильно эксплуатировать очистительное оборудование нужны сотни и тысячи знающих работников самой различной квалификации от ученого до мастера цеха И только совместные усилия этой армии людей вооруженных передовой техникой смогут наглухо закрыть доступ в атмосферу золе пыли и вредным газам Ю Кривоносов ,1 ,0
затхлый,,атмосфера,А друг любезный так это вы нашалили не ожидал не верил Признаюсь я думал что г Достоевский способен только писать рассказы Да испускать из себя туманы и ту затхлую атмосферу которою заражена Эпоха и которая побудила меня изобразить совещание стрижей в погребе что он может только распускать невинные слюни да нюни и никак не способен на журнальные шалости на ядовитую полемическую пену но меня несомненно уверил и что это он шалил и мстил за стрижей что он вообще частенько пошаливает и ходит в драки ,3 ,0
чистый,,атмосфера,Адъютантами его были генерал Васильковский граф Олсуфьев граф Шереметев князь В С Оболенский и князь Барятинский старейший из адъютантов состоявший при нем с 1865 года и перешедший к нему от Брата его Цесаревича Николая Александровича Я сказал выше о чистой атмосфере окружавшей будущего Государя Да это было благовестное предисловие к царствованию Александра ,4 ,1
чистый,,атмосфера,ает из своих недр водород который после этого быстро покидает его окрестности Правда присутствие газов в атмосфере замедляет процесс убегания водорода и все-таки надолго ли могло хватить запасов водорода внутри сравнительно малой планеты Обнаружился однако замечательный космический феномен связанный с присутствием водорода в атмосфере Титана ,1 ,0
чистый,,атмосфера,ажность для физики высоких давлений Современная методика исследования сжимаемости при высоких давлениях позволяет производить измерения до 100 тысяч атмосфер Опыты показали что в этом диапазоне давлений наиболее сжимаемыми оказались щелочные и щелочно-земельные металлы Объем цезия при таком давлении доставляет приблизительно три восьмых от его объема при атмосферном давлении ,5 ,0
устойчивый,,атмосфера,А зам по радиовещанию говорил что у него растет сын Что они с женой всю жизнь прожили в чистой и морально устойчивой атмосфере Так и сына своего воспитывают ,4 ,1
устойчивый,всеобщий,атмосфера,А знаешь почему Потому что в такой атмосфере всеобщего нарушения законов легче вымогать взятки легче самим откусывать от государственного пирога И при этом кричать на весь свет Народ так плохо живет потому что никто не хочет платить налогов ,4 ,1
устойчивый,который,атмосфера,А как известно то что Пётр говорит о Павле говорит о самом Петре не менее чем о Павле Ещё одна зарисовка показывает атмосферу которая по мнению рисующего царила в верхах Ликуда когда они делили места в предвыборных списках голосуют не за персон а за партийные списки и чем ближе к началу списка тем больше шансов попасть в кнессет Журналисты и комментаторы спорят между собой это я цитирую еженедельник Пятница на что больше похожи последние выборы в Ликуде на оперетту или похороны ,4 ,1
общий,,атмосфера,Акварельно мягкий неторопливо подробный он идет на крупном плане не оставляя актерам возможности хоть на миг выбиться из общей его атмосферы разрушить тонкий психологический рисунок Вернее не рисунок а нить повседневного существования Словно сама собой движется жизнь в имении Войницких постепенно заставляя забыть об ,4 ,1
здоровый,,атмосфера,ак вот там никто не имеет права голосовать за того или иного подрядчика если у него с этим подрядчиком есть какие-то взаимоотношения Все это способствует установлению здоровой атмосферы Обычно ведь партии тоже ищут подрядчиков находят а потом все аппаратное окружение начинает тыкать пальцем Он со своими знакомыми договорился и они ему отгружают откат ,4 ,1
здоровый,,атмосфера,аков К сожалению в момент схода Венеры с диска Солнца он оказался полностью закрыт облаками так что повторить наблюдение М В Ломоносова который 26 мая 1761 года обнаружил атмосферу на Венере мне не удалось А Никитин Москва ,2 ,0
влажный,,атмосфера,А когда Эди-бэби болел воспалением легких и лежал с температурой 39 градусов никто иной как горбатенький Толик сидел у его постели и терпеливо читал ему Эди книгу о путешествиях чтобы отвлечь его от темпера-туры Эди-бэби не хочется обидеть Толика но еще больше ему не хочется идти в противно-жаркую почти влажную атмосферу комнаты Переворачаевых здороваться с угрюмым печником и Черной матерью Толика садиться на вонючее байковое одеяло и разглядывать еще одного Чапаева высунувшего руку из волны С удовольствием бы Толь говорит Эди но меня дома приятель ждет ,3 ,0
влажный,,атмосфера,А кроме того если уж клиент тратит свои деньги то имеет полное право рассчитывать что его обслужат в чистом ком фортабельном салоне где вся атмосфера подсказывает именно клиент главный человек здесь Если вы сумеете продемонстрировать все свои преимущества то надомники перестанут быть для вас столь опасным невидимым противником ,4 ,1
доверительный,,атмосфера,Александр уговаривает отсрочить переворот до 11 марта когда будет дежурить третий батальон Семеновского полка преданный цесаревичу предающему отца Можно долго рассуждать о том что стало главной причиной переворота падение ли Зубовых и посягательство на права дворянства французский ли вектор внешней политики Павла катастрофическое ли неумение царя щадить самолюбие приближенных и создавать доверительную атмосферу в семье Можно размышлять над тем какую роль сыграло раздражение высших церковных иерархов самочинным плановым руководством судьбами христианства на Руси вмешательство в самый строй церковной жизни они снесли бы скорее чем покушение на эсхатологию ,4 ,1
наш,,атмосфера,А летит прямо вниз Пролетает сквозь навороченное небо входит в нашу атмосферу здесь нагревается нагревается нагревается и уже возле самой земли из него вылупляется птенец Вылупляется и тут же взлетает вверх пролетает все небеса по порядку и возвращается в свою пустоту ,1 ,0
наш,похожий,атмосфера,Алое солнце освещало вращавшуюся лежа планету ось которой совпадала с линией орбиты и ее бег вокруг светила был стремительнее чем у Земли Если растительность и следовательно состав атмосферы здесь похожи на наши если здесь нет каких-либо особо болезнетворных организмов то на этой планете жить легко нарушил молчание Тор Лик Здесь должны отсутствовать резкие перемены климата избыток радиации землетрясения ураганы и другие катастрофические явления которые нам пришлось так долго смягчать ,1 ,0
наш,,атмосфера,ало совершенно лунный диск и его сферу Когда же Луна плыла в прозрачном пространстве то она все время виднелась в форме очень бледного диска точь-в-точь как это бывает с солнцем когда оно видится через атмосферу сильно насыщенную тончайшей лессовой пылью С самого начала и до конца лунного затмения местные ламы с участием простых обывателей неистовствали звонили в бубны барабаны тарелки гудели в раковины и рядом там и сям гремела трескотня бомб и ружейных выстрелов ,3 ,0
масонский,,атмосфера,альных философских мыслей не было В масонской атмосфере происходило духовное пробуждение И нужно запомнить имена Новикова Шварца И Лопухина И Гамалеи ,4 ,1
лунный,,атмосфера,Алюминизированная пленка так же как и зеркальное стекло в сосуде Дьюара отражает лучистую энергию а бумага из стекловолокна служит прокладкой между слоями пленки Новый теплоизоляционный материал будет использован для изготовления контейнеров которые защитят приборы доставленные на Луну от резкой смены температуры лунной атмосферы Азот окрашивает алмазы ,1 ,0
